ID,Title,Upvotes,Sentiment,Synopsis
I_kwDOObWEYM69aeMH,Unable to connect to Gemini Code Assist. Check your network settings.,0,💻,### What happened?  Unable to connect to Gemini Code Assist. Check your network settings. this happens too frequently  ### What did you expect to happen?  incre
I_kwDOObWEYM69aYCh,Allow configuring the keybinding for command submission (Ctrl+Return),3,👍,### What would you like to be added?    It would be fantastic to have the ability to configure the keybinding used to submit commands. A great alternative would
I_kwDOObWEYM69aQm9,Use numbers in selection dialogs,0,👎,"### What happened?  For screen readers, users have mentioned that numbers are causing problems:  > Maybe offering an alternative of entering a number to select?"
I_kwDOObWEYM69aPMS,Feature Request: Markdown Table Rendering,0,✨,### What would you like to be added?  Please enhance the UI to detect and render Markdown tables as formatted tables instead of raw text.    ### Why is this nee
I_kwDOObWEYM69aJd9,Copy data to Google sheets,0,📝,"i have an excel spreadsheet. i am trying to automate  updating of this data  to ggoglee sheets by vba, macro or any method. several methods  tried but produce e"
I_kwDOObWEYM69aJIP,Broken on Windows Terminal - unable to see the input,0,👍,### What happened?  1. `npm install -g @google/gemini-cli` 2. `gemini` 3. input is not visilbw  I have this isssue both in widnwos terminal and `cmd.exe` on Win
I_kwDOObWEYM69aCQ1,Feature Request: Quick-history editing via arrow-key navigation (switch chat history),6,✨,### What would you like to be added?   Please add an in-place history editing mode in Gemini CLI so I can:  * Press ↑/↓ to scroll through previous messages and 
I_kwDOObWEYM69aBWB,Add parallelism to free tier,0,📝,"This is one of the features really driving Claude Code adoption, so if you want to capture maximum market share with your free offering as well, add parallelism"
I_kwDOObWEYM69aA9b,Glichy Ui,0,💻,### What happened?  **when i coding i see a issue that the terminal so gilchy pls fix it quickly**  ### What did you expect to happen?  **Pls Fix very quickly**
I_kwDOObWEYM69a6z8,Repeated “Rate Limiting Detected” Message and CLI Stuck on “Scrutinizing Update Logic”,0,👍,"<img width=""880"" alt=""Image"" src=""https://github.com/user-attachments/assets/8aa047d7-39b3-4aeb-810f-632106fe7b57"" />  <img width=""247"" alt=""Image"" src=""https:/"
I_kwDOObWEYM69a5sv,Feature Request: Two-way Conversation Sync with Gemini Web UI (gemini.google.com),0,✨,### What would you like to be added?  **I propose the implementation of a two-way synchronization feature for conversation history between gemini-cli and the Go
I_kwDOObWEYM69a2tj,Input with Japanese IME is not working well,129,📝,"### What happened?  As you can see in the screenshot, input with Japanese IME is not working well. The input suggestion should show just below of input-box.  # "
I_kwDOObWEYM69a0aa,Un-named chat checkpoints are not listed and hard to resume when named checkpoints exist,0,👍,"### What happened?  As per title, using the command /chat save without a tag (argument) shows chat was successfully save; when checking with /chat list no chat "
I_kwDOObWEYM69a0_a,Can I use other model like deepseek with base_url and api_key,0,👍,"### What would you like to be added?  For internal enterprise development, you want to use your own deployed models  ### Why is this needed?  Support calling LL"
I_kwDOObWEYM69a-OP,Gemini  Cli responses are wierd -- see screenshot,0,📝,"### What happened?  <img width=""772"" alt=""Image"" src=""https://github.com/user-attachments/assets/e4186a06-b485-4189-ac53-634036743738"" />  and Finally > Write a"
I_kwDOObWEYM69Zrdo,Can't change drives!,0,📝,### What happened?  I was quite surprised that I am limited to my C: drive to do things. I was hoping to experiment with a GitHub repo I have stored on my D: dr
I_kwDOObWEYM69ZrU1,"Решение проблемы со входом в акааунт )))
",2,📝,https://t.me/SafeVibeCode/437/3808 Записал видео как зайти и пользоваться 
I_kwDOObWEYM69ZrR4,Gemini cli requires sanitation on startup with gemini --model (x) flag.,0,👍,### What happened?  When launching gemini cli using: ` gemini --cli gemini-2.5-fiifjijaijfafaijaoifjax  `  Gemini Cli appears to launch with the garbled model s
I_kwDOObWEYM69ZpEE,Connect ETIMEOUT,0,💻,"poor network, how to set proxy  ```shell $ gemini Error flushing log events: AggregateError [ETIMEDOUT]:     at internalConnectMultiple (node:net:1139:18)     a"
I_kwDOObWEYM69Zl6T,error running npm,0,🐛, ## Describe the bug A clear and concise description of what the bug is. when gemini-cli running a node server and then got error on the console. the gemini-cli
I_kwDOObWEYM69ZhYb,JavaScript heap out of memory,0,💻,### What happened?  FATAL ERROR: Reached heap limit Allocation failed - JavaScript heap out of memory  ### What did you expect to happen?  catch the error  ### 
I_kwDOObWEYM69ZdO6,"Support per project configuration files for auth, etc.",3,👍,### What would you like to be added?  Support .gemini directories within project directories so that auth and other configurations can be made at a project leve
I_kwDOObWEYM69ZZxB,Unable to Switch to API Key Login After Initial Google Account Login Failure,0,🐛,"### What happened?  I encountered a problem while using the Gemini CLI. After installation, I initially chose to log in with my Google account. When this login "
I_kwDOObWEYM69ZYKr,Gemini CLI crashes when play.googleapis.com is not reachable,0,💻,"### What happened?  Every time I type gemini to launch the Gemini CLI, it automatically exits after a short while and returns to PS C:\Users\30671>. I don’t kno"
I_kwDOObWEYM69ZTh-,Update system prompts for better non-interactive command handling,0,📝,## Description Update the system prompts to guide the AI to use non-interactive flags and timeout commands appropriately.  ## Motivation The AI assistant someti
I_kwDOObWEYM69ZTZq,Enhanced CTRL+C handling during command execution,0,📝,## Description Implement multi-stage CTRL+C handling during shell command execution with progressive warnings.  ## Current Behavior CTRL+C during command execut
I_kwDOObWEYM69ZTVm,Add 60-second warning indicator for long-running commands,0,📝,"## Description Display a visual indicator when a shell command has been running for more than 60 seconds, showing the elapsed time.  ## Motivation Users need fe"
I_kwDOObWEYM69ZTRo,Add shell execution tracking infrastructure,0,👍,## Description Add infrastructure to track the global state of shell command execution across the application. This is needed as a foundation for other shell-re
I_kwDOObWEYM69ZTN3,Clear input buffer on CTRL+C when not executing commands,0,📝,"## Description When CTRL+C is pressed while the CLI is idle (not executing any command), the current input buffer should be cleared immediately.  ## Current Beh"
I_kwDOObWEYM69ZSBS,Unhandled Promise Rejections from Telemetry Logging Cause CLI Crashes During Network Failures,0,🐛,### **Description:**  The Gemini CLI crashes when network connectivity is lost or unstable due to unhandled promise rejections originating from telemetry loggin
I_kwDOObWEYM69ZR87,gemini --checkpointing error,0,🐛,"### What happened?  1. If use gemini --checkpointing in a project, it won't start. 2. If use gemini --checkpointing outside a project, it starts just fine. 3. I"
I_kwDOObWEYM69ZOtB,API Key always returned as invalid,0,👎,### What happened?  I moved to use an API key and I get an API_KEY_INVALID error. When I use the same api key in a curl request from the api key page it works n
I_kwDOObWEYM69ZEm2,in wsl2 only ipv6 listening,0,💻,### What happened?  ~ ⌚ 10:52:56 $ netstat -ano | grep 35597 tcp6       0      0 :::35597                :::*                    LISTEN      off (0.00/0/0)  htt
I_kwDOObWEYM69ZC3-,Improve ReadManyFiles context creation,1,👍,You all create a loose string when reading many files. Structuring that context is important especially as the session goes on. Even in my initial command I exp
I_kwDOObWEYM69ZA3X,Always automatically quit,4,💻,"### What happened?  It always automatically quit when perform a task. <img width=""1709"" alt=""Image"" src=""https://github.com/user-attachments/assets/ae22733a-6b1"
I_kwDOObWEYM69Z3Vy,/restore not working,1,👍,"### What happened?  Am i using restore the right way, I have enable checkpointing in ~/.gemini/settings.json The checkpoints don't seem to have occured, even th"
I_kwDOObWEYM69Z227,Add option to hide line numbers in code output for easier copying,5,👍,### What would you like to be added?  An option to toggle or disable line numbers in code blocks.  ### Why is this needed?  Line numbers are helpful when readin
I_kwDOObWEYM69Z10q,Specifying @. for the current directory causes gemin-cli to exit,0,📝,### What happened?  Specifying @. for the current directory causes gemin-cli to exit  ### What did you expect to happen?  It to parse the current directory  ###
I_kwDOObWEYM69Z0lm,It just wastes tokens without any response for my request.,1,✨, ## Describe the bug GEMINI CLI seems just waste tokens without any response for my request as below. (first charactor(@) of the prompt is mistyping)  ------  >
I_kwDOObWEYM69Yz5_,INVALID_ARGUMENT resuming a saved chat,4,👍,"### What happened?  After `/chat save`, `/quit`, `gemini`, `/chat load` the conversation history is showing up but the response to all prompts is:  ``` ✕ [API E"
I_kwDOObWEYM69Yys3,"Some shell commands ""hang"" due to waiting for input or starting servers",2,👍,"## Describe the bug  I got gemini to write some code and then I was like ""ok lets commit"". Forgetting that I have gpg-agent and a provider set up for GPG so tha"
I_kwDOObWEYM69YyA9,"Add ""Skip"" option when reviewing suggestions interactively",0,🤔,"### What would you like to be added?  When reviewing multiple suggestions interactively, the options are: - Yes, allow once - Yes, allow always - Modify with ex"
I_kwDOObWEYM69YoiN,Security Policy violation Branch Protection,0,📝,_This issue was automatically created by [Allstar](https://github.com/ossf/allstar/)._  **Security Policy Violation** No protection found for branch main   --- 
I_kwDOObWEYM69YoSi,When asking Gemini to describe my environment it struggled to do so.,0,👎, ## Describe the bug A clear and concise description of what the bug is.   Debug Console (ctrl+o to close)                                                      
I_kwDOObWEYM69Yi2p,Feature Request: Allow configuration of a custom API endpoint and API key header,17,✨,### What would you like to be added?  **Is your feature request related to a problem? Please describe.**  I'm unable to use the Gemini CLI in my corporate envir
I_kwDOObWEYM69YbTB,Cannot run in pnpm — Cannot find package 'react',2,👍,"### What happened?  I've installed with pnpm, and ran into this error:  ``` ❯ pnpm add -g @google/gemini-cli Packages: +310 -31 ++++++++++++++++++++++++++++++++"
I_kwDOObWEYM69YZjP,Rate limiting detected loop,11,📝,### What happened?  After using the cli interface for a short time(15-20min) the output becomes a loop: `ℹ ⚡ Rate limiting detected. Automatically switching fro
I_kwDOObWEYM69YZHa,Security Policy violation Branch Protection,0,📝,_This issue was automatically created by [Allstar](https://github.com/ossf/allstar/)._  **Security Policy Violation** No protection found for branch main   --- 
I_kwDOObWEYM69YUWw,Persist model fallback,0,💻,"### What happened?  When the cli falls back to flash from pro, the cli should persist that for a few hours.  ### What did you expect to happen?  see above  ### "
I_kwDOObWEYM69YLbI,Themes aren't consistantly applied,0,💻,"### What happened?  When you select a theme, not all of the UI uses it. Some parts have hard-coded colors. There is even a file called ""colors.ts"" which supplie"
I_kwDOObWEYM69YJA0,Support Emacs Editor,19,👍,"### What would you like to be added?  Please support the old editor, Emacs. Thanks.  ### Why is this needed?  Emacs is the best editor of the world, and many pe"
I_kwDOObWEYM69YFAP,Requirement: Node.js version 18?,2,👎,The README.md Quickstart states:  1. Prerequisites: Ensure you have Node.js version 18 or higher installed.  I start to follow step 2 (`npm install -g @google/g
I_kwDOObWEYM69YE6B,No Responses Gradually Becoming Very Slow After ~30 Min of Use (macOS Tahoe Beta 1),0,📝," ## Describe the bug A clear and concise description of what the bug is.  ## Additional context After starting the program in the terminal and logging in, it wo"
I_kwDOObWEYM69YAqx,Gemini tends to just hang in the middle of tasks with no output or idication of any error,0,🐛, ## Describe the bug A clear and concise description of what the bug is.  ## Additional context Add any other context about the problem here.  ## Diagnostic Inf
I_kwDOObWEYM69YAJf,Use  GetOperation to poll for OnboardUser completion,0,📝,"Currently while we're waiting for a user to onboard we poll OnboardUser. However:  >It is functionally equivalent, but it'll consume more API quota for OnboardU"
I_kwDOObWEYM69Y8q2,Add support for EDITOR environment variable in external editor selection,17,👍,"### What would you like to be added?  ## Problem  The Gemini CLI currently only supports a hardcoded list of editors (`vscode`, `windsurf`, `cursor`, `vim`, `ze"
I_kwDOObWEYM69Y5QN,Detect default VSCode installation on macOS (non-$PATH),0,💻,"### What happened?  <img width=""1404"" alt=""Image"" src=""https://github.com/user-attachments/assets/a1455c29-201f-4340-947e-8b75eeb097a6"" />  ### What did you exp"
I_kwDOObWEYM69Y-w7,Update /help to show correct multline key chord for macos,2,📝,I have mac and tried SHIFT+Enter to go to new line but it doesn't work.
I_kwDOObWEYM69Xyo-,The application failed to run on a cloud platform using CentOS Stream 9 and a Clash VPN.,0,🐛," <img width=""1342"" alt=""Image"" src=""https://github.com/user-attachments/assets/4ea9fc25-b5e5-4e1f-bd59-2c6a41bd8149"" />   When I type `genimi` in the command li"
I_kwDOObWEYM69Xya_,--help breaks the app,0,📝,**Describe the bug** --help breaks it.  **Client information**  ./node_modules/.bin/gemini --help file:///Users/b/study/ml/gemini-cli-tests/node_modules/@google
I_kwDOObWEYM69XuT3,Make pasting code in CLI experience better,2,👍, When pasting multiple line of code (from errors) in the cli it paste the whole code instead of something like [line #1 to 60] which makes experience easier
I_kwDOObWEYM69XqBQ,"Using ""@"" to add context doesn't add a space after selecting a file/folder reference",0,📝,"**Describe the bug** After typing ""@"" and selecting a context reference, I would expect a space character to be appended. Since it is not, I press tab to select"
I_kwDOObWEYM69XiXq,"Gemini said it wrote the file, but it didn't.",0,💻, ## Describe the bug  I told Gemini to research my project's architecture and update the GEMINI.md that it'd just created with that information. It says it did.
I_kwDOObWEYM69XTX9,CLI struggles/fails to write go code that compiles,0,🐛,"<!-- Please search https://github.com/google-gemini/gemini-cli/issues to see if an issue already exists for the bug you encountered. If you find one, please add"
I_kwDOObWEYM69XSTu,"Progress hangs, repeats: Rate limiting detected. Automatically switching from gemini-2.5-pro to gemini-2.5-flash for faster   responses for the remainder of this session.",0,👎, ## Describe the bug Cannot progress with my work  ## Additional context Working on a simple test Angular + Express server app  ## Diagnostic Information *   **
I_kwDOObWEYM69XNnY,"The input token count _ exceeds the maximum number of tokens allowed (1048576).""",1,👎,"**Describe the bug** When I execute a prompt, e.g. when planning to migrate something, a huge number of files are sent to the API, but the API gets angry: ""The "
I_kwDOObWEYM69XEpA,FR: Add Plan Mode (Fails to adhere to plan request),5,🐛,"I asked it to Plan only and not do anything. It started modifying files. So either the AI needs to follow directions, or the Tool needs a plan mode.  **Describe"
I_kwDOObWEYM69XDd9,Add support for OpenAI models as a backend,2,👍,"Integrate OpenAI's models into the Gemini CLI, allowing users to select OpenAI as an alternative model provider. This would increase the tool's flexibility and "
I_kwDOObWEYM69XCpJ,mcp  fails to load work in other environments.,2,🐛," ## Describe the bug The following fails... 	 ""nbdocdb"": { 	   ""command"": ""npx"", 	   ""args"": [ 		 ""-y"", 		 ""mcp-sqlite"", 		 ""/<PATH REMOVED>/netburner-docs.db"" "
I_kwDOObWEYM69XAWF,Sign in with Google doesn't save?,0,📝,"**Describe the bug** When I use login with Google with `gemini`, it works.. until I exit `gemini` and re-run it. It prompts me to log in yet again. :(   **Clien"
I_kwDOObWEYM69X5Yk,rename LOGIN_WITH_GOOGLE_PERSONAL to LOGIN_WITH_GOOGLE,0,📝,
I_kwDOObWEYM69X5VM,suggested install method with npm fails,0,🐛,doing `npm install -g @google/gemini-cli` as per the documentation results in:  ``` npm install -g @google/gemini-cli npm error code EACCES npm error syscall mk
I_kwDOObWEYM69X5OU,Can't do prompt or continue context after hit ESC,0,📝," ## Describe the bug When doing some long and complex tasks,  hitting ESC (because it is doing some funny moves that keep failing and retrying),  Then it can't "
I_kwDOObWEYM69X4JJ,CLI truncates a file for no apparent reason,0,👎, ## Describe the bug  I am using the Gemini CLI with a free tier API key and the gemini-2.0-flash model. I am trying to discuss a file with the model.  The mode
I_kwDOObWEYM69X-9T,"Gemini-CLI Gets Stuck ""Confirming Command Execution""",0,📝," ## Describe the bug Gemini-CLI gets stuck ""Confirming Command Execution"".  ## Additional context Sometimes when the user hits escape at the exact same moment t"
I_kwDOObWEYM69Wt9V,Language changes automatically from english.,0,📝,**Describe the bug** agent response changed to another language  **Client information**  CLI Version                        0.1.3                               
I_kwDOObWEYM69WpYc,Can't run composio mcp servers,0,👎," ## Describe the bug Attempting to run `bunx @composio/mcp@latest start --url ""[URL HERE]""` runs into this error from Gemini, though working with other clients:"
I_kwDOObWEYM69WiPh,node:events:496       throw er; // Unhandled 'error' event       ^,0,🐛,![Image](https://github.com/user-attachments/assets/3ca33a6f-b353-4569-87fb-0819efe157b3)
I_kwDOObWEYM69Wi-x,Just started actioning the list when only asked to make a list,0,💻," ## Describe the bug My prompt:   Find the documentation for appdaemon and home assistant, analyse the project and find any bugs, errors, logic issues, inconsis"
I_kwDOObWEYM69WhHB,@ command freezing for large dirs,0,📝,"Thanks for the amazing work!  ## Describe the bug Without the setting ``""enableRecursiveFileSearch"": false``, the cli freezes when I use the @ command. Probably"
I_kwDOObWEYM69WfbU,Gemini output get's duplicated,0,📝,![Image](https://github.com/user-attachments/assets/dad8bf7f-24d6-4955-ad49-95a85ab8ac8e)
I_kwDOObWEYM69WeVY,issues with the file paths and commands on windows,0,📝,![Image](https://github.com/user-attachments/assets/2a57a3bf-9d1b-406f-9343-68c33f59e40b)
I_kwDOObWEYM69WeRC,Feature Enhancements for Gemini CLI,4,✨,"### **To-Do List: Feature Enhancements for Gemini CLI**  Hello Gemini CLI Team,  Congratulations on the launch of the Gemini CLI! It's a powerful tool with a so"
I_kwDOObWEYM69W_9f,"MCP  interface does not seem to support MCP Resources, or Prompts.",0,👎," ## Describe the bug The MCP protocol defines more than just tools, it also defines resources and prompts in addition to tools. The Gemini-cli correctly attache"
I_kwDOObWEYM69WUrc,Vertex AI Login not functional,0,📝, ## Describe the bug Authenticating with VertexAI seems to be broken  ╭─────────────────────────────────────────────────────────────────────────────────────────
I_kwDOObWEYM69WTpW,Unable to use CTRL-Z to suspend Gemini CLI,0,📝,**Describe the bug** Unable to use CTRL-Z to suspend Gemini CLI  **Client information** Gemini CLI on Linux  **Login information** n/a  **Additional context** n
I_kwDOObWEYM69WTk0,Segfault when trying to run base command,0,💻,"**Describe the bug** Immediately after installation with npm, I'm presented with a segfault whenever I try to run the application. I am able to get the help tex"
I_kwDOObWEYM69WPwO,容易闪退，不到20秒就退出了。,0,👎, ## Describe the bug A clear and concise description of what the bug is.  ## Additional context Add any other context about the problem here.  ## Diagnostic Inf
I_kwDOObWEYM69WIid,Sandbox fails with ARM64 arch,0,🐛," When attempting to launch the gemini-cli sandbox on a Linux system with an  ARM64 (aarch64) architecture, the process fails. The logs indicate the CLI  attempt"
I_kwDOObWEYM69WHcn,Add support for Gems,2,📝,Would be useful if you could invoke gems you have saved in your google account to save keep giving instructions.
I_kwDOObWEYM69W91P,Issue (Telemetry): Log Loss in Clearcut Logger on Network Failure,0,🐛,# Issue: Log Loss in Clearcut Logger on Network Failure  ## Background A recent fix addressed the CLI crash caused by unhandled promise rejections when telemetr
I_kwDOObWEYM69W0DJ,Unusual Input token usage.,0,📝," ## Describe the bug User message : hi Cli ouput : Hi there! How can I help you?  Token Usage: **input tokens : 9,029** **output tokens : 9** **thoushts tokens "
I_kwDOObWEYM69W-3Z,Enable MCP server mode,2,📝,Please add the ability to use the gemini-cli as an MCP server.  This allows it to be called out to from other AI tools.  Claude Code currently supports this.
I_kwDOObWEYM69VxwG,GEMINI_API_KEY not detected by Gemini CLI despite being exported in shell environment,7,📝,"The Gemini CLI fails to detect the GEMINI_API_KEY environment variable, even after setting and verifying it in the shell. When choosing “Gemini API Key” from th"
I_kwDOObWEYM69Vtuz,Error wrongly closing,0,🐛," ## Describe the bug When i get error and use Ctrl + O to get more detailes and then use Ctrl + S to show more lines and then try to close it, it will only clos"
I_kwDOObWEYM69VlxS,Audio/Video understanding,0,👍,"**Describe the bug** ``` > transcribe @VO.mp3  ✦ I am sorry, but I cannot understand the content of the audio file you sent. If you can provide a   transcript o"
I_kwDOObWEYM69Vg67,Accessibility,1,👍,Hello! I can not use Gemini CLI because I'm blind. Unfair!  Environment 1 (Windows): •  Operating System: Windows 11 •  Screen Reader: NVDA 2025 •  Terminal: Po
I_kwDOObWEYM69VfSV,Feature Request: Allow reading/writing files outside of the workspace,0,✨,"Currently, it seems that Gemini cannot read from or write to files and directories outside of the current workspace. I need to add source code from other local "
I_kwDOObWEYM69VeWX,API Error: exception TypeError: fetch failed sending request,0,🐛,**Describe the bug** API Error: exception TypeError: fetch failed sending request  **Client information**    │                                                  
I_kwDOObWEYM69VeDV,gemini claims to have made the changes but actually not,0,📝," ## Describe the bug After resuming chat(not sure if that's relevant), gemini starts claiming to have made the changes but actually makes no changes at all  ## "
I_kwDOObWEYM69VcA3,macOS Trash Folder Permissions,2,💻, ## Describe the bug macOS unable to scan Trash folder error after initial install and setup (auth via Google account) on macOS 15.5 (24F74) Sequoia   ## Additi
I_kwDOObWEYM69Vazj,Feature Request: Enhance /clear command to reset model context,1,✨,"### **Description**  #### **The Problem**  Currently, the `/clear` command in the Gemini CLI only clears the terminal's visual output. It does not reset the mod"
I_kwDOObWEYM69VOvI,Always failing: 400 - Please ensure that the number of function response parts is equal to the number of function call parts of the function call turn.,2,🐛,"**Describe the bug** Before this, it was normal; I just had it retry, and it started sending errors.  **Client information** macOS  **Additional context** ``` ✕"
I_kwDOObWEYM69VLPW,Bug: replace tool writes different code than what's shown in the approval diff,0,🐛,"### **Describe the bug**  When using the `replace` tool to modify a file, the diff shown for user approval doesn't always match the code that's actually written"
I_kwDOObWEYM69VCuQ,getting stucked for tasks in a loop,2,📝,![Image](https://github.com/user-attachments/assets/af1e2da0-ae10-4b58-a736-6800a5becac2)  it gives up on doing small tasks after a while. and gets stuck in a l
I_kwDOObWEYM69VAwZ,Add support for continuing existing conversations in non-interactive mode,0,📝,"Currently, each gemini CLI invocation starts fresh without memory of previous interactions.   Proposed: Add --continue (-c) or --resume (-r) flag to maintain co"
I_kwDOObWEYM69V6hA,Memory command doesn't work,0,📝," ## Describe the bug type /memory and got this error: ✕ Unknown /memory command: undefined. Available: show, refresh, add  ## Diagnostic Information *   **CLI V"
I_kwDOObWEYM69V5nY,Gemini CLI fails to run in interactive mode when a `CI_*` environment variable is set,3,🐛,"## Description  The Gemini CLI fails to start in interactive mode if any environment variable with a `CI_` prefix is set (e.g., `CI_TOKEN`). This affects users "
I_kwDOObWEYM69UplD,Node.js issue,0,👎," ## Describe the bug Whenever I prompt it to run the node server, it takes forever to run the server.  ## Additional context Add any other context about the pro"
I_kwDOObWEYM69Up0a,Unable to add docker docker MCP Toolkit,0,💻,**Describe the bug** I am using this `~/.gemini/settings.json`. and get this error.  ```  Configured MCP servers:     🔴 MCP_DOCKER - Disconnected (0 tools cache
I_kwDOObWEYM69Umzz,Add OpenRouter support,23,📝,Please add OpenRouter endpoint support
I_kwDOObWEYM69Ulp6,Use Result return type in validateAuthMethod for clearer validation output,0,👍,"### Details  The current validateAuthMethod() function returns a string | null, where null indicates success and string is an error message. This can be error-p"
I_kwDOObWEYM69Uib0,Option + Left / Right Arrow Keys,2,📝,On macOS you can Option + left / right arrow keys to quick navigate and jump between words. You can do this in other CLIs but not in Gemini CLI. Would be nice t
I_kwDOObWEYM69UekA,Always shows 100% Context Left,0,📝,"**Describe the bug** The CLI always displays ""gemini-2.5-pro (100% context left)"", which seems to be a silly bug. No matter what prompt I enter, it still shows "
I_kwDOObWEYM69UdEW,"Crash: RangeError: ""path should be a 'path.relative()'d string"" on startup with absolute path in ignore file",0,🐛,### Bug Description  `gemini-cli` crashes immediately upon execution if it encounters a `.gitignore` file (or a similar ignore file) in its search path that con
I_kwDOObWEYM69Ucxh,No option to change model during a session,14,📝,"For example, to use pro for complex tasks and flash for less-complex ones. Proposal: add command `/model` to change model, and to list available models."
I_kwDOObWEYM69Uck-,rm -rf'd a directory of important code without first checking the contents of the directory,0,📝, ## Describe the bug Gemini Flash rm -rf'd a directory of important code without first checking the contents of the directory  ## Additional context  > there's 
I_kwDOObWEYM69Ubxn,Option + backspace doesn't delete word by word,4,👎," ## Describe the bug on a mac, pressing option + backspace usually deletes text word by word. In the gemini CLI, it doesn't delete anything  ## Additional conte"
I_kwDOObWEYM69UaYv,gemini-2.5-pro is [API Error: got status: 429 Too Many Requests.,66,🐛,"```  ✕ [API Error: got status: 429 Too Many Requests. {""error"":{""message"":""{\n  \""error\"": {\n   \""code\"": 429,\n    \""message\"": \""Resource has been exhausted "
I_kwDOObWEYM69UYib,Slowness & CPU usage >200% on macOS,2,💻,"**Describe the bug**  Typing in the CLI is extremely slow (characters take multiple seconds to show up), and the CPU usage is through the roof:  <img width=""315"
I_kwDOObWEYM69UWg0,API Error: Unexpected line format in response:,0,🐛,"**Describe the bug** When asking for ""how to run in sandbox"", it returns API Error  **Client information** Windows  [Windows PowerShell Text.txt](https://github"
I_kwDOObWEYM69UVev,Delete on Linux works as backspace instead of regular delete,0,👍,"## Describe the bug Within the main input bar, pressing the Delete key on Linux currently triggers a backspace within the Gemini CLI, equivalent to the macOS be"
I_kwDOObWEYM69UTET,Support VSCode Insiders,1,📝," ## Describe the bug VSCode is supported, but only if using the mainline version. I use VSCode Insiders (the canary channel).  ## Additional context - https://c"
I_kwDOObWEYM69UPDf,BUG: Bad Request on any prompt,0,🐛,"Any prompt and I see this:  ``` ✕ [API Error: got status: 400 Bad Request. {""error"":{""message"":""{\n  \""error\"": {\n    \""code\"": 400,\n    \""message\"": \""*   Ge"
I_kwDOObWEYM69UOlt,Quit without finishing any workflow task.,0,📝,"**Describe the bug** Just ask to do a simple code task, quit without any errors after some time.   **Client information** Mac Pro Intel  2C 16G   **Additional c"
I_kwDOObWEYM69UNkH,gemini exits during Web auth (firewall),0,📝,"OS: Windows11 After I clicked ""Sign In,"" the CLI exited after a while, before the web page could respond.  ![Image](https://github.com/user-attachments/assets/1"
I_kwDOObWEYM69UNKt,Poor Comprehension Ability​​,0,📝,"Hi Team,  **Describe the bug** I tested the model on a large project, asking it to summarize specific files. The results were completely wrong—it made things up"
I_kwDOObWEYM69UM_T,No Privacy Data Collection Notice or Opt-Out  – GDPR Non-Compliant,13,👍,"Currently, the Gemini CLI does not include any privacy notice, data collection disclosure, or opt-out information in its command-line interface, help output, or"
I_kwDOObWEYM69U5yR,Add support for alt-delete and alt-arrow keys,0,📝,These shortcuts make it easier to delete a word or navigate by words
I_kwDOObWEYM69U0DF,Allow to disable tips in the CLI,0,📝,"Tips are nice, but once you read them once or twice they just clutter the screen.  ![Image](https://github.com/user-attachments/assets/581850fd-38ef-45ec-ab49-6"
I_kwDOObWEYM69TwxE,"File I/O Tools (read_file, write_file) Corrupt Non-UTF-8 File Encodings",0,👍,"Description:   The Gemini agent's file system tools (read_file, write_file) appear to operate on a strict UTF-8 basis, without providing a mechanism to specify "
I_kwDOObWEYM69TwEf,Command line option to disable extensions,0,📝,"Would be useful/convenient to have a command line option (ex: --disable-extensions) to give a list of extensions to disable, such that it is easier to switch be"
I_kwDOObWEYM69TvGw,"punycode node deprecation when running ""gemini -s"" on macOS",2,📝,Per gemini after troubleshooting:  * The command you're running: **gemini -s**  * The full deprecation warning: (node:86491) [DEP0040]      **DeprecationWarning
I_kwDOObWEYM69TqqL,⚡ Rate limiting detected. Automatically switching from gemini-2.5-pro to gemini-2.5-flash   for faster responses for the remainder of this session.,0,💻, ## Describe the bug ⚡ Rate limiting detected. Automatically switching from gemini-2.5-pro to gemini-2.5-flash   for faster responses for the remainder of this 
I_kwDOObWEYM69TqUN,Support MCP resources and prompt,3,👍,"As I can see, right now, gemini-cli only supports MCP tools. I would love to see it support MCP [resources](https://modelcontextprotocol.io/docs/concepts/resour"
I_kwDOObWEYM69To0l,How to point gemini-cli to a proxy ?,12,❓,"I want to use LiteLLM Proxy with gemini-cli, how can I set a proxy url for this tool ? "
I_kwDOObWEYM69Tbj_,Unclear relations to privacy policy and terms,11,👍,**Describe the bug** Documentation guides users to sign up to send their code to a service without any guidance about whether or not humans and AIs are reading 
I_kwDOObWEYM69T_us,MCP servers fail to start with TypeError: fieldValue.toUpperCase is not a function,0,🐛,**Describe the bug** Some MCP servers (including the older Notion MCP server https://github.com/makenotion/notion-mcp-server) fail to load with `TypeError: fiel
I_kwDOObWEYM69TZdp,[Enhancement] Image paste support,6,📝,Currently im using gemini cli on mac os. there is no support for pasting images.
I_kwDOObWEYM69TQah,Unable to use gemini sandbox,0,📝,**Describe the bug** Running `gemini --sandbox` yields:  hopping into sandbox (command: podman) ... Checking for sandbox image: us-docker.pkg.dev/gemini-code-de
I_kwDOObWEYM69TPWH,Shift+Tab Not Toggling Auto-Approval in GEMINI CLI on Windows 11 PowerShell,0,📝,"## Description When using the GEMINI CLI in Windows 11 PowerShell, pressing Shift+Tab does not toggle the auto-approval setting on or off."
